"transaction_id","trans_group_en","property_usage_en","procedure_name_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"1-11-2023-32938","Sales","Commercial","Sell","13-10-2023",350,"Al Thanyah Fifth",103.96,560000.0,5386.69
"1-11-2023-11569","Sales","Commercial","Sell","18-04-2023",526,"Business Bay",26.29,390000.0,14834.54
"1-11-2023-36007","Sales","Commercial","Sell","07-11-2023",350,"Al Thanyah Fifth",122.54,1371770.0,11194.47
"1-11-2023-6631","Sales","Commercial","Sell","13-03-2023",271,"Al Karama",211.35,4500000.0,21291.7
"1-11-2023-21782","Sales","Commercial","Sell","12-07-2023",343,"Al Warsan First",4.6,40000.0,8695.65
"1-11-2023-1729","Sales","Commercial","Sell","19-01-2023",465,"Wadi Al Safa 3",101.65,1531810.0,15069.45
"1-11-2023-30792","Sales","Commercial","Sell","26-09-2023",350,"Al Thanyah Fifth",57.6,1228666.0,21331.01
"1-11-2023-27385","Sales","Commercial","Sell","30-08-2023",526,"Business Bay",115.66,933750.0,8073.23
"1-11-2023-14071","Sales","Commercial","Sell","11-05-2023",350,"Al Thanyah Fifth",70.71,650000.0,9192.48
"1-11-2023-3710","Sales","Commercial","Sell","09-02-2023",350,"Al Thanyah Fifth",510.0,3019274.0,5920.15
"1-11-2023-19263","Sales","Commercial","Sell","19-06-2023",350,"Al Thanyah Fifth",58.44,500000.0,8555.78
"1-11-2023-41083","Sales","Commercial","Sell","13-12-2023",526,"Business Bay",94.71,1965871.0,20756.75
"1-11-2023-8464","Sales","Commercial","Sell","24-03-2023",444,"Al Hebiah First",83.23,2725000.0,32740.6
"1-11-2023-35001","Sales","Commercial","Sell","30-10-2023",441,"Al Barsha South Fourth",64.75,796130.0,12295.44
"1-11-2023-39712","Sales","Commercial","Sell","01-12-2023",409,"Al Barshaa South Third",54.85,500000.0,9115.77
"1-11-2023-25759","Sales","Commercial","Sell","16-08-2023",443,"Al Thanyah First",62.43,604791.0,9687.51
"1-11-2023-25294","Sales","Commercial","Sell","10-08-2023",350,"Al Thanyah Fifth",101.51,1010000.0,9949.76
"1-11-2023-16411","Sales","Commercial","Sell","29-05-2023",350,"Al Thanyah Fifth",117.06,568000.0,4852.21
"1-11-2023-30675","Sales","Commercial","Sell","25-09-2023",343,"Al Warsan First",55.0,517805.0,9414.64
"1-11-2023-9853","Sales","Commercial","Sell","05-04-2023",526,"Business Bay",61.38,890000.0,14499.84
"1-11-2023-34172","Sales","Commercial","Sell","25-10-2023",444,"Al Hebiah First",130.02,777000.0,5976.0
"1-11-2023-41789","Sales","Commercial","Sell","15-12-2023",350,"Al Thanyah Fifth",68.27,700000.0,10253.41
"1-11-2023-35268","Sales","Commercial","Sell","01-11-2023",352,"Al Thanayah Fourth",527.6,6400000.0,12130.4
"1-11-2023-928","Sales","Commercial","Sell","11-01-2023",343,"Al Warsan First",43.0,405000.0,9418.6
"1-11-2023-38473","Sales","Commercial","Sell","23-11-2023",444,"Al Hebiah First",223.63,1035065.0,4628.47
"1-11-2023-5645","Sales","Commercial","Sell","28-02-2023",350,"Al Thanyah Fifth",59.27,600000.0,10123.17
"1-11-2023-36204","Sales","Commercial","Sell","08-11-2023",485,"Me'Aisem First",1353.0,15000000.0,11086.47
"1-11-2023-19193","Sales","Commercial","Sell","19-06-2023",350,"Al Thanyah Fifth",509.58,4700000.0,9223.28
"1-11-2023-22387","Sales","Commercial","Sell","17-07-2023",343,"Al Warsan First",154.0,1598888.0,10382.39
"1-11-2023-25811","Sales","Commercial","Sell","15-08-2023",249,"Al Muteena",408.77,2500000.0,6115.91
"1-11-2023-15789","Sales","Commercial","Sell","24-05-2023",350,"Al Thanyah Fifth",60.82,621246.0,10214.5
"1-11-2023-26920","Sales","Commercial","Sell","24-08-2023",443,"Al Thanyah First",69.39,710500.0,10239.23
"1-11-2023-30929","Sales","Commercial","Sell","27-09-2023",526,"Business Bay",94.71,1121395.0,11840.3
"1-11-2023-625","Sales","Commercial","Sell","09-01-2023",526,"Business Bay",98.3,587240.0,5973.96
"1-11-2023-31878","Sales","Commercial","Sell","04-10-2023",350,"Al Thanyah Fifth",169.44,410400.0,2422.1
"1-11-2023-13309","Sales","Commercial","Sell","04-05-2023",352,"Al Thanayah Fourth",610.84,8200000.0,13424.14
"1-11-2023-8210","Sales","Commercial","Sell","03-04-2023",271,"Al Karama",211.35,4600000.0,21764.85
"1-11-2023-15918","Sales","Commercial","Sell","31-05-2023",367,"Al Suq Al Kabeer",333.15,2800000.0,8404.62
"1-11-2023-40340","Sales","Commercial","Sell","07-12-2023",350,"Al Thanyah Fifth",96.67,1100000.0,11378.92
"1-11-2023-41682","Sales","Commercial","Sell","15-12-2023",350,"Al Thanyah Fifth",19.48,146000.0,7494.87
"1-11-2023-2431","Sales","Commercial","Sell","26-01-2023",350,"Al Thanyah Fifth",117.76,620452.0,5268.78
"1-11-2023-42993","Sales","Commercial","Sell","26-12-2023",409,"Al Barshaa South Third",1530.58,10000000.0,6533.47
"1-11-2023-24542","Sales","Commercial","Sell","03-08-2023",350,"Al Thanyah Fifth",163.74,1100000.0,6717.97
"1-11-2023-25387","Sales","Commercial","Sell","11-08-2023",350,"Al Thanyah Fifth",113.48,1785447.0,15733.58
"1-11-2023-23790","Sales","Commercial","Sell","27-07-2023",352,"Al Thanayah Fourth",539.95,5800000.0,10741.74
"1-11-2023-26012","Sales","Commercial","Sell","17-08-2023",350,"Al Thanyah Fifth",56.41,1034250.0,18334.52
"1-11-2023-3893","Sales","Commercial","Sell","13-02-2023",485,"Me'Aisem First",2051.66,14500000.0,7067.45
"1-11-2023-42524","Sales","Commercial","Sell","21-12-2023",444,"Al Hebiah First",132.74,1050000.0,7910.2
"1-11-2023-854","Sales","Commercial","Sell","10-01-2023",350,"Al Thanyah Fifth",103.86,665175.0,6404.53
"1-11-2023-15098","Sales","Commercial","Sell","19-05-2023",350,"Al Thanyah Fifth",490.06,6989375.0,14262.28
"1-11-2023-35150","Sales","Commercial","Sell","31-10-2023",526,"Business Bay",67.43,1160000.0,17203.03
"1-11-2023-14424","Sales","Commercial","Sell","15-05-2023",443,"Al Thanyah First",80.65,1026749.0,12730.93
"1-11-2023-37969","Sales","Commercial","Sell","21-11-2023",526,"Business Bay",94.62,1700000.0,17966.6
"1-11-2023-32792","Sales","Commercial","Sell","12-10-2023",350,"Al Thanyah Fifth",59.83,1242920.0,20774.19
"1-11-2023-15747","Sales","Commercial","Sell","24-05-2023",526,"Business Bay",29.2,400000.0,13698.63
"1-11-2023-8827","Sales","Commercial","Sell","27-03-2023",526,"Business Bay",40.42,1544601.0,38213.79
"1-11-2023-18883","Sales","Commercial","Sell","15-06-2023",343,"Al Warsan First",154.0,1598888.0,10382.39
"1-11-2023-1257","Sales","Commercial","Sell","17-01-2023",343,"Al Warsan First",53.0,399147.0,7531.08
"1-11-2023-8079","Sales","Commercial","Sell","21-03-2023",352,"Al Thanayah Fourth",539.95,5300000.0,9815.72
"1-11-2023-13384","Sales","Commercial","Sell","09-05-2023",443,"Al Thanyah First",100.22,850928.0,8490.6
"1-11-2023-4507","Sales","Commercial","Sell","16-02-2023",330,"Marsa Dubai",204.57,3094356.0,15126.15
"1-11-2023-40430","Sales","Commercial","Sell","07-12-2023",343,"Al Warsan First",43.0,495000.0,11511.63
"1-11-2023-18849","Sales","Commercial","Sell","15-06-2023",526,"Business Bay",61.38,850000.0,13848.16
"1-11-2023-34964","Sales","Commercial","Sell","30-10-2023",441,"Al Barsha South Fourth",70.61,865860.0,12262.57
"1-11-2023-24814","Sales","Commercial","Sell","07-08-2023",232,"Mirdif",126.45,1800251.0,14236.86
"1-11-2023-12753","Sales","Commercial","Sell","02-05-2023",350,"Al Thanyah Fifth",100.31,643860.0,6418.7
"1-11-2023-41616","Sales","Commercial","Sell","15-12-2023",350,"Al Thanyah Fifth",150.03,1412220.0,9412.92
"1-11-2023-26922","Sales","Commercial","Sell","24-08-2023",443,"Al Thanyah First",176.79,1084599.0,6134.96
"1-11-2023-29411","Sales","Commercial","Sell","15-09-2023",343,"Al Warsan First",67.0,400000.0,5970.15
"1-11-2023-435","Sales","Commercial","Sell","05-01-2023",526,"Business Bay",34.75,379956.0,10933.99
"1-11-2023-11865","Sales","Commercial","Sell","25-04-2023",441,"Al Barsha South Fourth",2255.63,21491800.0,9528.07
"1-11-2023-11779","Sales","Commercial","Sell","19-04-2023",350,"Al Thanyah Fifth",988.62,13200000.0,13351.95
"1-11-2023-15079","Sales","Commercial","Sell","19-05-2023",443,"Al Thanyah First",83.8,550000.0,6563.25
"1-11-2023-28698","Sales","Commercial","Sell","11-09-2023",410,"Palm Jumeirah",122.86,509100.0,4143.74
"1-11-2023-9431","Sales","Commercial","Sell","30-03-2023",526,"Business Bay",127.28,1254000.0,9852.29
"1-11-2023-6514","Sales","Commercial","Sell","13-03-2023",526,"Business Bay",181.74,2792387.0,15364.74
"1-11-2023-3544","Sales","Commercial","Sell","07-02-2023",350,"Al Thanyah Fifth",260.9,631900.0,2422.0
"1-11-2023-10514","Sales","Commercial","Sell","11-04-2023",343,"Al Warsan First",43.0,361023.0,8395.88
"1-11-2023-15634","Sales","Commercial","Sell","23-05-2023",526,"Business Bay",69.84,925000.0,13244.56
"1-11-2023-12411","Sales","Commercial","Sell","28-04-2023",350,"Al Thanyah Fifth",690.77,4800000.0,6948.77
"1-11-2023-41673","Sales","Commercial","Sell","19-12-2023",343,"Al Warsan First",1079.09,6400000.0,5930.92
"1-11-2023-39972","Sales","Commercial","Sell","08-12-2023",467,"Wadi Al Safa 5",2685.36,10000000.0,3723.9
"1-11-2023-39046","Sales","Commercial","Sell","28-11-2023",410,"Palm Jumeirah",67.2,278500.0,4144.35
"1-11-2023-2673","Sales","Commercial","Sell","30-01-2023",350,"Al Thanyah Fifth",101.77,1350000.0,13265.21
"1-11-2023-30097","Sales","Commercial","Sell","20-09-2023",441,"Al Barsha South Fourth",86.43,1522625.0,17616.86
"1-11-2023-12022","Sales","Commercial","Sell","25-04-2023",413,"World Islands",172849.94,167453552.0,968.78
"1-11-2023-34349","Sales","Commercial","Sell","25-10-2023",485,"Me'Aisem First",761.45,16000000.0,21012.54
"1-11-2023-3082","Sales","Commercial","Sell","03-02-2023",526,"Business Bay",216.34,1613964.0,7460.31
"1-11-2023-19367","Sales","Commercial","Sell","19-06-2023",343,"Al Warsan First",52.0,640000.0,12307.69
"1-11-2023-35830","Sales","Commercial","Sell","06-11-2023",526,"Business Bay",37.65,526841.0,13993.12
"1-11-2023-3569","Sales","Commercial","Sell","08-02-2023",352,"Al Thanayah Fourth",1899.68,33500000.0,17634.55
"1-11-2023-2327","Sales","Commercial","Sell","26-01-2023",264,"Nad Al Hamar",3697.54,16500000.0,4462.43
"1-11-2023-35117","Sales","Commercial","Sell","31-10-2023",350,"Al Thanyah Fifth",103.32,1100000.0,10646.54
"1-11-2022-33166","Sales","Commercial","Sell","02-01-2023",526,"Business Bay",48.48,610000.0,12582.51
"1-11-2023-15392","Sales","Commercial","Sell","22-05-2023",526,"Business Bay",61.4,605000.0,9853.42
"1-11-2023-4880","Sales","Commercial","Sell","21-02-2023",526,"Business Bay",237.2,3610113.0,15219.7
"1-11-2023-17950","Sales","Commercial","Sell","08-06-2023",445,"Jabal Ali First",600.0,2400000.0,4000.0
"1-11-2023-34243","Sales","Commercial","Sell","25-10-2023",444,"Al Hebiah First",384.63,2297700.0,5973.79
"1-11-2023-28553","Sales","Commercial","Sell","11-09-2023",526,"Business Bay",82.48,900000.0,10911.74
"1-11-2023-12264","Sales","Commercial","Sell","28-04-2023",350,"Al Thanyah Fifth",141.16,1367487.0,9687.5
"1-11-2023-16461","Sales","Commercial","Sell","29-05-2023",350,"Al Thanyah Fifth",110.46,1188980.0,10763.9
"1-11-2023-40564","Sales","Commercial","Sell","11-12-2023",526,"Business Bay",133.29,1600000.0,12003.9
"1-11-2023-42450","Sales","Commercial","Sell","21-12-2023",350,"Al Thanyah Fifth",104.48,992724.0,9501.57
"1-11-2023-32509","Sales","Commercial","Sell","10-10-2023",441,"Al Barsha South Fourth",510.08,5650000.0,11076.69
"1-11-2023-15832","Sales","Commercial","Sell","25-05-2023",350,"Al Thanyah Fifth",164.55,1416960.0,8611.12
"1-11-2023-2961","Sales","Commercial","Sell","01-02-2023",350,"Al Thanyah Fifth",68.95,167000.0,2422.04
"1-11-2021-808","Sales","Commercial","Sell","13-01-2023",271,"Al Karama",211.35,1820000.0,8611.31
"1-11-2023-36042","Sales","Commercial","Sell","07-11-2023",350,"Al Thanyah Fifth",74.16,2910000.0,39239.48
"1-11-2023-5083","Sales","Commercial","Sell","23-02-2023",526,"Business Bay",117.16,1449302.0,12370.28
"1-11-2023-29675","Sales","Commercial","Sell","18-09-2023",410,"Palm Jumeirah",1364.01,35000000.0,25659.64
"1-11-2023-17368","Sales","Commercial","Sell","06-06-2023",343,"Al Warsan First",66.0,700000.0,10606.06
"1-11-2023-13627","Sales","Commercial","Sell","08-05-2023",233,"Hor Al Anz",232.26,2560000.0,11022.13
"1-11-2023-43437","Sales","Commercial","Sell","28-12-2023",343,"Al Warsan First",94.77,1217567.0,12847.61
"1-11-2023-29070","Sales","Commercial","Sell","13-09-2023",343,"Al Warsan First",154.0,1300000.0,8441.56
"1-11-2023-17818","Sales","Commercial","Sell","07-06-2023",350,"Al Thanyah Fifth",933.03,12900000.0,13825.92
"1-11-2023-1162","Sales","Commercial","Sell","13-01-2023",350,"Al Thanyah Fifth",117.96,1000000.0,8477.45
"1-11-2023-14419","Sales","Commercial","Sell","15-05-2023",410,"Palm Jumeirah",57.0,236200.0,4143.86
"1-11-2023-41049","Sales","Commercial","Sell","12-12-2023",335,"Nad Al Shiba First",235.19,3930000.0,16709.89
"1-11-2023-26366","Sales","Commercial","Sell","22-08-2023",485,"Me'Aisem First",4542.59,32271350.0,7104.17
"1-11-2023-2015","Sales","Commercial","Sell","24-01-2023",441,"Al Barsha South Fourth",3341.1,15124572.0,4526.82
"1-11-2023-16292","Sales","Commercial","Sell","29-05-2023",526,"Business Bay",161.3,2950000.0,18288.9
"1-11-2023-12226","Sales","Commercial","Sell","27-04-2023",435,"Al Hebiah Fourth",674.67,5460000.0,8092.85
"1-11-2023-16622","Sales","Commercial","Sell","30-05-2023",441,"Al Barsha South Fourth",501.51,3335000.0,6649.92
"1-11-2023-2336","Sales","Commercial","Sell","26-01-2023",410,"Palm Jumeirah",624.43,24700000.0,39556.08
"1-11-2023-1834","Sales","Commercial","Sell","20-01-2023",526,"Business Bay",54.43,570000.0,10472.17
"1-11-2023-38010","Sales","Commercial","Sell","21-11-2023",435,"Al Hebiah Fourth",743.07,6550000.0,8814.78
"1-11-2023-7360","Sales","Commercial","Sell","14-03-2023",350,"Al Thanyah Fifth",557.5,5500000.0,9865.47
"1-11-2023-4392","Sales","Commercial","Sell","20-02-2023",465,"Wadi Al Safa 3",974.14,9000000.0,9238.92
"1-11-2023-11082","Sales","Commercial","Sell","14-04-2023",526,"Business Bay",53.29,225000.0,4222.18
"1-11-2023-5679","Sales","Commercial","Sell","28-02-2023",526,"Business Bay",146.69,1200000.0,8180.52
"1-11-2023-6192","Sales","Commercial","Sell","06-03-2023",350,"Al Thanyah Fifth",1001.27,10250000.0,10237.0
"1-11-2023-8522","Sales","Commercial","Sell","22-03-2023",443,"Al Thanyah First",69.39,732060.0,10549.94
"1-11-2023-32437","Sales","Commercial","Sell","10-10-2023",526,"Business Bay",80.12,872526.0,10890.24
"1-11-2023-16036","Sales","Commercial","Sell","25-05-2023",526,"Business Bay",34.12,480000.0,14068.0
"1-11-2023-22796","Sales","Commercial","Sell","18-07-2023",350,"Al Thanyah Fifth",85.84,2050000.0,23881.64
"1-11-2023-34244","Sales","Commercial","Sell","25-10-2023",444,"Al Hebiah First",340.84,2036295.0,5974.34
"1-11-2023-10231","Sales","Commercial","Sell","06-04-2023",410,"Palm Jumeirah",622.37,27500000.0,44185.93
"1-11-2023-17029","Sales","Commercial","Sell","01-06-2023",350,"Al Thanyah Fifth",687.29,4800000.0,6983.95
"1-11-2023-16258","Sales","Commercial","Sell","02-06-2023",350,"Al Thanyah Fifth",108.36,641262.0,5917.88
"1-11-2023-34877","Sales","Commercial","Sell","30-10-2023",350,"Al Thanyah Fifth",70.3,1978635.0,28145.59
"1-11-2023-14299","Sales","Commercial","Sell","12-05-2023",409,"Al Barshaa South Third",105.67,1364904.0,12916.67
"1-11-2023-7284","Sales","Commercial","Sell","14-03-2023",350,"Al Thanyah Fifth",1.03,9000.0,8737.86
"1-11-2023-16786","Sales","Commercial","Sell","31-05-2023",441,"Al Barsha South Fourth",1968.73,13000000.0,6603.24
"1-11-2023-1044","Sales","Commercial","Sell","12-01-2023",350,"Al Thanyah Fifth",98.2,1348000.0,13727.09
"1-11-2023-22414","Sales","Commercial","Sell","17-07-2023",343,"Al Warsan First",156.75,1600000.0,10207.34
"1-11-2023-27830","Sales","Commercial","Sell","04-09-2023",352,"Al Thanayah Fourth",621.18,6125000.0,9860.27
"1-11-2023-11464","Sales","Commercial","Sell","19-04-2023",443,"Al Thanyah First",80.68,651324.0,8072.93
"1-11-2023-6468","Sales","Commercial","Sell","07-03-2023",445,"Jabal Ali First",672.0,3530000.0,5252.98
"1-11-2023-2082","Sales","Commercial","Sell","24-01-2023",526,"Business Bay",43.63,480000.0,11001.6
"1-11-2023-11475","Sales","Commercial","Sell","18-04-2023",350,"Al Thanyah Fifth",73.86,500000.0,6769.56
"1-11-2023-36934","Sales","Commercial","Sell","22-11-2023",526,"Business Bay",20.42,337500.0,16527.91
"1-11-2023-8071","Sales","Commercial","Sell","20-03-2023",339,"Al Mararr",161.09,4130000.0,25637.84
"1-11-2023-42977","Sales","Commercial","Sell","26-12-2023",350,"Al Thanyah Fifth",74.16,2794673.0,37684.37
"1-11-2022-33078","Sales","Commercial","Sell","09-01-2023",239,"Al Baraha",182.37,2700000.0,14805.07
"1-11-2023-23036","Sales","Commercial","Sell","20-07-2023",343,"Al Warsan First",67.0,620000.0,9253.73
"1-11-2023-2100","Sales","Commercial","Sell","24-01-2023",410,"Palm Jumeirah",58.61,242900.0,4144.34
"1-11-2023-24349","Sales","Commercial","Sell","02-08-2023",410,"Palm Jumeirah",5230.02,190000000.0,36328.73
"1-11-2023-28915","Sales","Commercial","Sell","12-09-2023",350,"Al Thanyah Fifth",117.76,963000.0,8177.65
"1-11-2023-24229","Sales","Commercial","Sell","01-08-2023",410,"Palm Jumeirah",119.46,495100.0,4144.48
"1-11-2023-7846","Sales","Commercial","Sell","20-03-2023",526,"Business Bay",188.63,2901116.0,15379.93
"1-11-2023-18820","Sales","Commercial","Sell","15-06-2023",443,"Al Thanyah First",223.93,3133468.0,13993.07
"1-11-2023-31776","Sales","Commercial","Sell","04-10-2023",343,"Al Warsan First",67.0,663320.0,9900.3
"1-11-2023-25751","Sales","Commercial","Sell","16-08-2023",443,"Al Thanyah First",314.84,3050019.0,9687.52
"1-11-2023-38479","Sales","Commercial","Sell","23-11-2023",441,"Al Barsha South Fourth",142.7,1260000.0,8829.71
"1-11-2023-27717","Sales","Commercial","Sell","01-09-2023",443,"Al Thanyah First",118.53,950000.0,8014.85
"1-11-2023-9664","Sales","Commercial","Sell","03-04-2023",350,"Al Thanyah Fifth",545.05,4400000.0,8072.65
"1-11-2023-31864","Sales","Commercial","Sell","04-10-2023",442,"Al Barsha South Fifth",643.79,3000000.0,4659.9
"1-11-2023-1233","Sales","Commercial","Sell","17-01-2023",350,"Al Thanyah Fifth",59.27,647914.0,10931.57
"1-11-2023-30372","Sales","Commercial","Sell","21-09-2023",526,"Business Bay",93.42,1300000.0,13915.65
"1-11-2023-27367","Sales","Commercial","Sell","29-08-2023",410,"Palm Jumeirah",311.19,9000000.0,28921.24
"1-11-2023-43150","Sales","Commercial","Sell","28-12-2023",343,"Al Warsan First",184.67,1590216.0,8611.12
"1-11-2023-33626","Sales","Commercial","Sell","20-10-2023",526,"Business Bay",188.56,1564000.0,8294.44
"1-11-2023-4777","Sales","Commercial","Sell","22-02-2023",526,"Business Bay",145.84,2299771.0,15769.14
"1-11-2023-28243","Sales","Commercial","Sell","08-09-2023",350,"Al Thanyah Fifth",157.36,1100000.0,6990.34
"1-11-2023-38033","Sales","Commercial","Sell","21-11-2023",352,"Al Thanayah Fourth",1113.07,10500000.0,9433.37
"1-11-2023-15807","Sales","Commercial","Sell","24-05-2023",441,"Al Barsha South Fourth",148.18,678916.0,4581.7
"1-11-2023-8541","Sales","Commercial","Sell","23-03-2023",343,"Al Warsan First",37.9,272000.0,7176.78
"1-11-2023-25692","Sales","Commercial","Sell","15-08-2023",350,"Al Thanyah Fifth",214.53,519600.0,2422.04
"1-11-2023-40599","Sales","Commercial","Sell","12-12-2023",485,"Me'Aisem First",345.0,6300000.0,18260.87
"1-11-2023-24579","Sales","Commercial","Sell","03-08-2023",350,"Al Thanyah Fifth",72.51,2740301.0,37792.04
"1-11-2023-12298","Sales","Commercial","Sell","27-04-2023",350,"Al Thanyah Fifth",847.8,8900000.0,10497.76
"1-11-2023-2341","Sales","Commercial","Sell","26-01-2023",526,"Business Bay",145.81,2140337.0,14678.95
"1-11-2023-13348","Sales","Commercial","Sell","04-05-2023",390,"Burj Khalifa",373.93,10500000.0,28080.12
"1-11-2023-19572","Sales","Commercial","Sell","20-06-2023",526,"Business Bay",109.82,1241195.0,11302.09
"1-11-2023-586","Sales","Commercial","Sell","06-01-2023",343,"Al Warsan First",58.0,485000.0,8362.07
"1-11-2023-40705","Sales","Commercial","Sell","11-12-2023",409,"Al Barshaa South Third",58.89,590000.0,10018.68
"1-11-2023-382","Sales","Commercial","Sell","05-01-2023",526,"Business Bay",45.81,519300.0,11335.95
"1-11-2023-34402","Sales","Commercial","Sell","25-10-2023",343,"Al Warsan First",34.0,450000.0,13235.29
"1-11-2023-37428","Sales","Commercial","Sell","16-11-2023",526,"Business Bay",200.14,3059646.0,15287.53
"1-11-2023-19586","Sales","Commercial","Sell","20-06-2023",350,"Al Thanyah Fifth",485.08,7950069.0,16389.19
"1-11-2023-8708","Sales","Commercial","Sell","23-03-2023",526,"Business Bay",80.36,926744.0,11532.4
"1-11-2023-41177","Sales","Commercial","Sell","13-12-2023",237,"Al Sabkha",212.93,17500000.0,82186.63
"1-11-2023-10796","Sales","Commercial","Sell","12-04-2023",350,"Al Thanyah Fifth",153.73,579156.0,3767.36
"1-11-2023-9844","Sales","Commercial","Sell","04-04-2023",350,"Al Thanyah Fifth",117.75,495843.0,4210.98
"1-11-2023-2786","Sales","Commercial","Sell","01-02-2023",323,"Al Qusais Industrial Fifth",11427.07,23500000.0,2056.52
"1-11-2023-14977","Sales","Commercial","Sell","18-05-2023",350,"Al Thanyah Fifth",673.54,9500000.0,14104.58
"1-11-2023-26405","Sales","Commercial","Sell","21-08-2023",526,"Business Bay",47.6,550000.0,11554.62
"1-11-2023-1272","Sales","Commercial","Sell","17-01-2023",343,"Al Warsan First",52.0,389042.0,7481.59
"1-11-2023-968","Sales","Commercial","Sell","12-01-2023",350,"Al Thanyah Fifth",244.06,1644615.0,6738.57
"1-11-2023-31032","Sales","Commercial","Sell","27-09-2023",526,"Business Bay",37.66,680822.0,18078.12
"1-11-2023-7819","Sales","Commercial","Sell","17-03-2023",478,"Jabal Ali Industrial Second",2735.2,10000000.0,3656.04
"1-11-2023-27573","Sales","Commercial","Sell","31-08-2023",484,"Nadd Hessa",542.36,3680000.0,6785.16
"1-11-2023-31314","Sales","Commercial","Sell","28-09-2023",526,"Business Bay",41.21,700000.0,16986.17
"1-11-2023-9376","Sales","Commercial","Sell","30-03-2023",343,"Al Warsan First",2624.39,17500000.0,6668.22
"1-11-2023-29584","Sales","Commercial","Sell","18-09-2023",441,"Al Barsha South Fourth",66.34,871530.0,13137.32
"1-11-2023-7020","Sales","Commercial","Sell","13-03-2023",410,"Palm Jumeirah",339.97,13300000.0,39121.1
"1-11-2023-24839","Sales","Commercial","Sell","07-08-2023",485,"Me'Aisem First",760.0,11650000.0,15328.95
"1-11-2023-42264","Sales","Commercial","Sell","22-12-2023",526,"Business Bay",175.88,2555766.0,14531.31
"1-11-2023-26219","Sales","Commercial","Sell","18-08-2023",352,"Al Thanayah Fourth",996.85,10500000.0,10533.18
"1-11-2023-35395","Sales","Commercial","Sell","02-11-2023",350,"Al Thanyah Fifth",817.58,13750000.0,16817.93
"1-11-2023-6563","Sales","Commercial","Sell","08-03-2023",330,"Marsa Dubai",344.43,5773261.0,16761.78
"1-11-2023-4476","Sales","Commercial","Sell","16-02-2023",410,"Palm Jumeirah",64.48,267200.0,4143.92
"1-11-2023-24846","Sales","Commercial","Sell","07-08-2023",350,"Al Thanyah Fifth",249.99,941805.0,3767.37
"1-11-2023-19663","Sales","Commercial","Sell","18-07-2023",445,"Jabal Ali First",1822.51,57000000.0,31275.55
"1-11-2023-30588","Sales","Commercial","Sell","25-09-2023",343,"Al Warsan First",66.0,700000.0,10606.06
"1-11-2023-16195","Sales","Commercial","Sell","29-05-2023",350,"Al Thanyah Fifth",2320.48,16000000.0,6895.13
"1-11-2023-16425","Sales","Commercial","Sell","29-05-2023",410,"Palm Jumeirah",61.28,254000.0,4144.91
"1-11-2023-21934","Sales","Commercial","Sell","13-07-2023",233,"Hor Al Anz",232.26,2796000.0,12038.23
"1-11-2023-12948","Sales","Commercial","Sell","02-05-2023",485,"Me'Aisem First",4373.93,9416109.0,2152.78
"1-11-2023-29807","Sales","Commercial","Sell","19-09-2023",410,"Palm Jumeirah",1245.24,45000000.0,36137.61
"1-11-2023-32133","Sales","Commercial","Sell","06-10-2023",350,"Al Thanyah Fifth",988.03,13500000.0,13663.55
"1-11-2023-8571","Sales","Commercial","Sell","22-03-2023",441,"Al Barsha South Fourth",2512.4,12000000.0,4776.31
"1-11-2023-32674","Sales","Commercial","Sell","12-10-2023",526,"Business Bay",89.31,737171.0,8254.07
"1-11-2023-14150","Sales","Commercial","Sell","11-05-2023",352,"Al Thanayah Fourth",540.05,5300000.0,9813.91
"1-11-2023-8883","Sales","Commercial","Sell","27-03-2023",350,"Al Thanyah Fifth",59.27,700000.0,11810.36
"1-11-2023-16044","Sales","Commercial","Sell","25-05-2023",330,"Marsa Dubai",367.02,5525687.0,15055.55
"1-11-2023-34587","Sales","Commercial","Sell","26-10-2023",343,"Al Warsan First",154.0,1600000.0,10389.61
"1-11-2023-29939","Sales","Commercial","Sell","19-09-2023",343,"Al Warsan First",34.0,400000.0,11764.71
"1-11-2023-34998","Sales","Commercial","Sell","30-10-2023",441,"Al Barsha South Fourth",130.92,1605190.0,12260.85
"1-11-2023-16058","Sales","Commercial","Sell","25-05-2023",441,"Al Barsha South Fourth",501.51,3350000.0,6679.83
"1-11-2023-25565","Sales","Commercial","Sell","14-08-2023",410,"Palm Jumeirah",62.78,260200.0,4144.63
"1-11-2023-13308","Sales","Commercial","Sell","04-05-2023",235,"Eyal Nasser",656.55,40000000.0,60924.53
"1-11-2023-37824","Sales","Commercial","Sell","20-11-2023",526,"Business Bay",83.26,1500000.0,18015.85
"1-11-2023-24936","Sales","Commercial","Sell","07-08-2023",526,"Business Bay",175.01,2300000.0,13142.11
"1-11-2023-38722","Sales","Commercial","Sell","14-12-2023",350,"Al Thanyah Fifth",104.24,1122000.0,10763.62
"1-11-2023-28570","Sales","Commercial","Sell","11-09-2023",350,"Al Thanyah Fifth",44.25,1200000.0,27118.64
"1-11-2023-27414","Sales","Commercial","Sell","30-08-2023",409,"Al Barshaa South Third",33.92,420000.0,12382.08
"1-11-2023-41268","Sales","Commercial","Sell","13-12-2023",485,"Me'Aisem First",785.66,12500000.0,15910.19
"1-11-2023-42213","Sales","Commercial","Sell","19-12-2023",526,"Business Bay",40.85,660000.0,16156.67
